Prot.FCC,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11
-0.093947396,1,1,1,0,1,0,0,0,1,1
-0.059030996,1,1,1,0,1,0,0,0,1,1
-0.308155535,1,1,1,0,1,0,0,0,1,1
0.046975922,1,1,1,0,1,0,0,0,1,1
0.367330996,1,1,0,0,0,1,0,0,1,1
0.310192159,1,1,0,0,0,1,0,0,1,1
-0.57165233,1,1,0,0,0,0,0,1,0,1
0.974325368,1,1,0,0,0,0,0,1,0,1
0.360117997,1,0,1,1,0,0,0,1,0,1
0.215754541,1,0,1,1,0,0,0,1,0,1
-0.783025248,1,0,0,0,1,0,1,1,0,1
0.892979599,1,0,0,0,1,0,1,1,0,1
0.358678407,0,1,1,1,0,0,0,1,1,0
-0.361998198,0,1,1,1,0,0,0,1,1,0
1.286129873,0,1,0,1,0,0,0,0,1,1
1.218693836,0,1,0,1,0,0,0,0,1,1
1.148526747,0,1,0,1,0,0,0,0,1,1
0.336807105,0,1,0,1,0,0,0,0,1,1
0.06754299,0,1,0,1,0,0,0,0,1,1
-0.128795096,0,1,0,1,0,0,0,0,1,1
1.392679629,0,1,0,1,0,0,0,0,1,1
0.168681207,0,1,0,1,0,0,0,0,1,1
-0.479789023,0,0,1,0,0,0,1,0,1,1
1.010433198,0,0,1,0,0,0,1,0,1,1
1.19304293,0,0,0,0,1,0,1,0,1,0
0.314286802,0,0,0,0,1,0,1,0,1,0
2.079006488,0,0,0,0,1,0,1,0,1,0
0.41728979,0,0,0,0,1,0,1,0,1,0
1.693685601,0,0,0,1,0,1,1,1,0,1
1.000246179,0,0,0,1,0,1,1,1,0,1
-0.407265137,0,0,0,1,0,1,1,1,0,1
0.355525864,0,0,0,1,0,1,1,1,0,1
0.107743736,0,0,0,1,0,1,1,1,0,1
-0.288947926,0,0,0,1,0,1,1,1,0,1
0.088316634,0,0,0,1,0,1,1,1,0,1
-0.267527797,0,0,0,1,0,1,1,1,0,1
-0.545687096,1,1,1,1,1,0,0,1,1,0
-0.785596351,1,1,1,1,1,0,0,1,1,0
0.063667803,1,1,0,1,1,0,1,1,1,1
-0.050944002,1,1,0,1,1,0,1,1,1,1
-0.141564563,1,1,1,1,0,1,0,0,1,1
-2.570565436,1,1,1,1,0,1,0,0,1,1
1.622646698,1,1,1,0,0,0,0,1,1,1
0.683688052,1,1,1,0,0,0,0,1,1,1
0.089361745,1,1,1,0,1,1,0,1,0,1
-0.084306177,1,1,1,0,1,1,0,1,0,1
3.78292756,1,1,0,0,0,0,0,1,1,0
1.927120531,1,1,0,0,0,0,0,1,1,0
2.502303663,1,1,0,0,0,0,0,1,1,0
0.246061038,1,1,0,0,0,0,0,1,1,0
-0.020028698,1,1,0,0,0,0,0,1,1,0
0.209820219,1,1,0,0,0,0,0,1,1,0
2.543449665,1,1,0,0,0,0,0,1,1,0
1.712650065,1,1,0,0,0,0,0,1,1,0
0.440015977,1,1,0,0,1,0,0,1,1,0
-0.85511911,1,1,0,0,1,0,0,1,1,0
1.512814697,1,1,0,0,1,0,0,1,1,0
0.971853189,1,1,0,0,1,0,0,1,1,0
-0.068598441,1,1,0,0,1,0,0,1,1,0
-0.155446226,1,1,0,0,1,0,0,1,1,0
-0.616002985,1,1,0,0,1,0,0,1,1,0
0.84446687,1,1,0,0,1,0,0,1,1,0
0.646474187,0,1,0,0,1,1,0,1,0,1
-0.023116419,0,1,0,0,1,1,0,1,0,1
3.295144537,0,1,1,0,0,0,1,1,0,0
3.610926356,0,1,1,0,0,0,1,1,0,0
0.247341557,0,1,1,0,0,0,1,1,0,0
0.429809535,0,1,1,0,0,0,1,1,0,0
-2.860071048,0,1,0,0,0,1,0,1,1,0
-0.334584184,0,1,0,0,0,1,0,1,1,0
-0.824942031,0,1,0,1,1,0,1,0,0,0
-0.489864824,0,1,0,1,1,0,1,0,0,0
-2.411962257,0,1,0,1,1,0,1,0,0,0
-0.723725639,0,1,0,1,1,0,1,0,0,0
0.225942784,0,1,0,1,1,0,1,0,0,0
-0.042371605,0,1,0,1,1,0,1,0,0,0
-1.3764059,0,1,0,1,1,0,1,0,0,0
-0.770513262,0,1,0,1,1,0,1,0,0,0
-1.833691425,0,1,1,1,0,0,0,1,0,0
-0.0504133,0,1,1,1,0,0,0,1,0,0
-1.967372078,0,1,1,1,0,0,1,0,1,0
-0.209258401,0,1,1,1,0,0,1,0,1,0
1.129875315,1,1,1,0,1,1,1,1,0,1
-0.134695664,1,1,1,0,1,1,1,1,0,1
-0.703297226,1,1,0,1,1,1,0,0,1,1
-0.067505808,1,1,0,1,1,1,0,0,1,1
-2.817072211,1,1,1,0,1,0,1,0,1,1
-0.1644653,1,1,1,0,1,0,1,0,1,1
-2.798972807,1,1,1,1,1,1,1,0,0,1
-4.056571555,1,1,1,1,1,1,1,0,0,1
-2.393479422,1,1,1,1,1,1,1,0,0,1
-0.281911751,1,1,1,1,1,1,1,0,0,1
-1.550845321,1,1,1,1,1,1,1,0,0,1
-2.663798307,1,1,1,1,1,1,1,0,0,1
0.554543454,1,1,1,1,0,1,0,1,1,1
0.008528842,1,1,1,1,0,1,0,1,1,1
3.78292756,1,1,0,0,0,0,0,1,1,0
1.927120531,1,1,0,0,0,0,0,1,1,0
2.502303663,1,1,0,0,0,0,0,1,1,0
0.246061038,1,1,0,0,0,0,0,1,1,0
-0.020028698,1,1,0,0,0,0,0,1,1,0
0.209820219,1,1,0,0,0,0,0,1,1,0
2.543449665,1,1,0,0,0,0,0,1,1,0
1.712650065,1,1,0,0,0,0,0,1,1,0
0.440015977,1,1,0,0,1,0,0,1,1,0
-0.85511911,1,1,0,0,1,0,0,1,1,0
1.512814697,1,1,0,0,1,0,0,1,1,0
0.971853189,1,1,0,0,1,0,0,1,1,0
-0.068598441,1,1,0,0,1,0,0,1,1,0
-0.155446226,1,1,0,0,1,0,0,1,1,0
-0.616002985,1,1,0,0,1,0,0,1,1,0
0.84446687,1,1,0,0,1,0,0,1,1,0
-0.750794065,1,1,0,1,1,1,0,0,0,0
-0.210598625,1,1,0,1,1,1,0,0,0,0
3.295144537,0,1,1,0,0,0,1,1,0,0
3.610926356,0,1,1,0,0,0,1,1,0,0
0.247341557,0,1,1,0,0,0,1,1,0,0
0.429809535,0,1,1,0,0,0,1,1,0,0
1.264448976,0,1,0,0,1,1,0,0,0,0
2.456897208,0,1,0,0,1,1,0,0,0,0
1.081416934,0,1,0,0,1,1,0,0,0,0
-0.08274054,0,1,0,0,1,1,0,0,0,0
2.052604352,0,1,0,0,1,1,0,0,0,0
1.582668626,0,1,0,0,1,1,0,0,0,0
0.397746041,0,1,0,0,0,0,1,0,1,0
0.40585788,0,1,0,0,0,0,1,0,1,0
-0.824942031,0,1,0,1,1,0,1,0,0,0
-0.489864824,0,1,0,1,1,0,1,0,0,0
-2.411962257,0,1,0,1,1,0,1,0,0,0
-0.723725639,0,1,0,1,1,0,1,0,0,0
0.225942784,0,1,0,1,1,0,1,0,0,0
-0.042371605,0,1,0,1,1,0,1,0,0,0
-1.3764059,0,1,0,1,1,0,1,0,0,0
-0.770513262,0,1,0,1,1,0,1,0,0,0
-2.506004548,0,1,1,0,1,0,0,0,1,1
-0.24339845,0,1,1,0,1,0,0,0,1,1
-1.648193322,0,1,0,0,0,0,0,1,0,1
-0.049796505,0,1,0,0,0,0,0,1,0,1
-2.462950985,1,1,0,0,1,1,1,1,1,1
-0.276525545,1,1,0,0,1,1,1,1,1,1
3.757114303,0,1,1,0,0,1,0,1,0,0
0.28877277,0,1,1,0,0,1,0,1,0,0
-2.798972807,1,1,1,1,1,1,1,0,0,1
-4.056571555,1,1,1,1,1,1,1,0,0,1
-2.393479422,1,1,1,1,1,1,1,0,0,1
-0.281911751,1,1,1,1,1,1,1,0,0,1
-1.550845321,1,1,1,1,1,1,1,0,0,1
-2.663798307,1,1,1,1,1,1,1,0,0,1
1.169151028,1,1,0,0,1,0,0,1,1,1
1.047503882,1,1,0,0,1,0,0,1,1,1
0.185478437,1,1,0,0,1,0,0,1,1,1
0.589109393,1,1,0,0,1,0,0,1,1,1
3.78292756,1,1,0,0,0,0,0,1,1,0
1.927120531,1,1,0,0,0,0,0,1,1,0
2.502303663,1,1,0,0,0,0,0,1,1,0
0.246061038,1,1,0,0,0,0,0,1,1,0
-0.020028698,1,1,0,0,0,0,0,1,1,0
0.209820219,1,1,0,0,0,0,0,1,1,0
2.543449665,1,1,0,0,0,0,0,1,1,0
1.712650065,1,1,0,0,0,0,0,1,1,0
0.440015977,1,1,0,0,1,0,0,1,1,0
-0.85511911,1,1,0,0,1,0,0,1,1,0
1.512814697,1,1,0,0,1,0,0,1,1,0
0.971853189,1,1,0,0,1,0,0,1,1,0
-0.068598441,1,1,0,0,1,0,0,1,1,0
-0.155446226,1,1,0,0,1,0,0,1,1,0
-0.616002985,1,1,0,0,1,0,0,1,1,0
0.84446687,1,1,0,0,1,0,0,1,1,0
2.272711949,0,1,0,0,1,1,0,1,1,0
0.923184313,0,1,0,0,1,1,0,1,1,0
1.958625054,0,1,0,0,1,1,0,1,1,0
1.782870363,0,1,0,0,1,1,0,1,1,0
1.264448976,0,1,0,0,1,1,0,0,0,0
2.456897208,0,1,0,0,1,1,0,0,0,0
1.081416934,0,1,0,0,1,1,0,0,0,0
-0.08274054,0,1,0,0,1,1,0,0,0,0
2.052604352,0,1,0,0,1,1,0,0,0,0
1.582668626,0,1,0,0,1,1,0,0,0,0
2.498470443,0,1,0,0,0,1,0,1,1,0
1.071392429,0,1,0,0,0,1,0,1,1,0
3.177540475,0,1,0,0,0,1,0,1,1,0
2.36429876,0,1,0,0,0,1,0,1,1,0
-0.824942031,0,1,0,1,1,0,1,0,0,0
-0.489864824,0,1,0,1,1,0,1,0,0,0
-2.411962257,0,1,0,1,1,0,1,0,0,0
-0.723725639,0,1,0,1,1,0,1,0,0,0
0.225942784,0,1,0,1,1,0,1,0,0,0
-0.042371605,0,1,0,1,1,0,1,0,0,0
-1.3764059,0,1,0,1,1,0,1,0,0,0
-0.770513262,0,1,0,1,1,0,1,0,0,0
-1.301227633,0,1,1,0,0,1,0,1,0,1
-0.345326826,0,1,1,0,0,1,0,1,0,1
-1.612038165,0,1,1,0,0,1,0,1,0,1
-1.287908227,0,1,1,0,0,1,0,1,0,1
-1.354512514,0,1,1,1,1,0,0,1,1,0
0.130701697,0,1,1,1,1,0,0,1,1,0
-1.242501987,0,1,1,1,1,0,0,1,1,0
-0.941775132,0,1,1,1,1,0,0,1,1,0
-1.745426564,0,1,1,1,0,0,0,0,1,1
-1.135640212,0,1,1,1,0,0,0,0,1,1
-1.195568086,0,1,1,1,0,0,0,0,1,1
-1.909895356,0,1,1,1,0,0,0,0,1,1
-2.217894537,0,1,0,1,1,1,0,0,0,1
-0.99164004,0,1,0,1,1,1,0,0,0,1
-1.429799699,0,1,0,1,1,1,0,0,0,1
-1.662666859,0,1,0,1,1,1,0,0,0,1
0.675246071,1,1,0,1,1,1,1,1,0,0
0.117698657,1,1,0,1,1,1,1,1,0,0
-0.89453584,1,1,0,1,1,1,1,1,0,0
0.360493065,1,1,0,1,1,1,1,1,0,0
-2.798972807,1,1,1,1,1,1,1,0,0,1
-4.056571555,1,1,1,1,1,1,1,0,0,1
-2.393479422,1,1,1,1,1,1,1,0,0,1
-0.281911751,1,1,1,1,1,1,1,0,0,1
-1.550845321,1,1,1,1,1,1,1,0,0,1
-2.663798307,1,1,1,1,1,1,1,0,0,1
1.169151028,1,1,0,0,1,0,0,1,1,1
1.047503882,1,1,0,0,1,0,0,1,1,1
0.185478437,1,1,0,0,1,0,0,1,1,1
0.589109393,1,1,0,0,1,0,0,1,1,1
3.78292756,1,1,0,0,0,0,0,1,1,0
1.927120531,1,1,0,0,0,0,0,1,1,0
2.502303663,1,1,0,0,0,0,0,1,1,0
0.246061038,1,1,0,0,0,0,0,1,1,0
-0.020028698,1,1,0,0,0,0,0,1,1,0
0.209820219,1,1,0,0,0,0,0,1,1,0
2.543449665,1,1,0,0,0,0,0,1,1,0
1.712650065,1,1,0,0,0,0,0,1,1,0
0.440015977,1,1,0,0,1,0,0,1,1,0
-0.85511911,1,1,0,0,1,0,0,1,1,0
1.512814697,1,1,0,0,1,0,0,1,1,0
0.971853189,1,1,0,0,1,0,0,1,1,0
-0.068598441,1,1,0,0,1,0,0,1,1,0
-0.155446226,1,1,0,0,1,0,0,1,1,0
-0.616002985,1,1,0,0,1,0,0,1,1,0
0.84446687,1,1,0,0,1,0,0,1,1,0
2.272711949,0,1,0,0,1,1,0,1,1,0
0.923184313,0,1,0,0,1,1,0,1,1,0
1.958625054,0,1,0,0,1,1,0,1,1,0
1.782870363,0,1,0,0,1,1,0,1,1,0
1.264448976,0,1,0,0,1,1,0,0,0,0
2.456897208,0,1,0,0,1,1,0,0,0,0
1.081416934,0,1,0,0,1,1,0,0,0,0
-0.08274054,0,1,0,0,1,1,0,0,0,0
2.052604352,0,1,0,0,1,1,0,0,0,0
1.582668626,0,1,0,0,1,1,0,0,0,0
2.498470443,0,1,0,0,0,1,0,1,1,0
1.071392429,0,1,0,0,0,1,0,1,1,0
3.177540475,0,1,0,0,0,1,0,1,1,0
2.36429876,0,1,0,0,0,1,0,1,1,0
-0.824942031,0,1,0,1,1,0,1,0,0,0
-0.489864824,0,1,0,1,1,0,1,0,0,0
-2.411962257,0,1,0,1,1,0,1,0,0,0
-0.723725639,0,1,0,1,1,0,1,0,0,0
0.225942784,0,1,0,1,1,0,1,0,0,0
-0.042371605,0,1,0,1,1,0,1,0,0,0
-1.3764059,0,1,0,1,1,0,1,0,0,0
-0.770513262,0,1,0,1,1,0,1,0,0,0
-1.301227633,0,1,1,0,0,1,0,1,0,1
-0.345326826,0,1,1,0,0,1,0,1,0,1
-1.612038165,0,1,1,0,0,1,0,1,0,1
-1.287908227,0,1,1,0,0,1,0,1,0,1
-1.354512514,0,1,1,1,1,0,0,1,1,0
0.130701697,0,1,1,1,1,0,0,1,1,0
-1.242501987,0,1,1,1,1,0,0,1,1,0
-0.941775132,0,1,1,1,1,0,0,1,1,0
-1.745426564,0,1,1,1,0,0,0,0,1,1
-1.135640212,0,1,1,1,0,0,0,0,1,1
-1.195568086,0,1,1,1,0,0,0,0,1,1
-1.909895356,0,1,1,1,0,0,0,0,1,1
-2.217894537,0,1,0,1,1,1,0,0,0,1
-0.99164004,0,1,0,1,1,1,0,0,0,1
-1.429799699,0,1,0,1,1,1,0,0,0,1
-1.662666859,0,1,0,1,1,1,0,0,0,1
0.675246071,1,1,0,1,1,1,1,1,0,0
0.117698657,1,1,0,1,1,1,1,1,0,0
-0.89453584,1,1,0,1,1,1,1,1,0,0
0.360493065,1,1,0,1,1,1,1,1,0,0
-0.933212368,1,1,0,0,0,1,1,0,0,0
-1.63351073,1,1,0,0,0,1,1,0,0,0
-0.967244809,1,1,0,0,0,1,1,0,0,0
-0.817205106,1,1,0,0,0,1,1,0,0,0
-1.112887397,1,1,0,0,0,1,1,0,0,0
-0.589407884,1,1,0,0,0,1,1,0,0,0
-1.954268274,1,1,0,0,0,1,1,0,0,0
-1.597158306,1,1,0,0,0,1,1,0,0,0
1.66833141,1,1,0,0,0,0,0,1,0,0
0.361490736,1,1,0,0,0,0,0,1,0,0
-0.294986871,1,0,1,0,0,1,0,1,0,0
-1.170325417,1,0,1,0,0,1,0,1,0,0
-0.278308371,1,0,1,0,0,1,0,1,0,0
0.281956941,1,0,1,0,0,1,0,1,0,0
-0.802960605,1,0,1,0,0,1,0,1,0,0
-0.379558765,1,0,1,0,0,1,0,1,0,0
-1.730008628,1,0,1,0,0,1,0,1,0,0
-0.991981858,1,0,1,0,0,1,0,1,0,0
1.471636196,1,0,0,0,0,1,0,0,0,1
0.886038297,1,0,0,0,0,1,0,0,0,1
-0.448997244,0,1,1,1,1,0,1,0,0,0
-0.389846998,0,1,1,1,1,0,1,0,0,0
1.348287785,0,1,0,0,0,0,1,0,1,1
0.798119255,0,1,0,0,0,0,1,0,1,1
1.534114472,0,1,0,0,0,0,1,0,1,1
-0.070605122,0,1,0,0,0,0,1,0,1,1
-3.780718233,0,0,1,0,0,0,1,1,0,0
-4.348613128,0,0,1,0,0,0,1,1,0,0
1.141974047,0,0,1,0,0,0,1,1,0,0
0.289172959,0,0,1,0,0,0,1,1,0,0
-1.166795067,0,0,1,0,0,0,1,1,0,0
-0.316513463,0,0,1,0,0,0,1,1,0,0
2.317296922,0,0,1,0,0,0,1,1,0,0
0.866893026,0,0,1,0,0,0,1,1,0,0
0.38568233,0,0,0,1,1,1,0,1,1,0
2.612562673,0,0,0,1,1,1,0,1,1,0
1.102595309,0,0,0,1,1,1,0,1,1,0
0.312406542,0,0,0,1,1,1,0,1,1,0
1.160730158,0,0,0,1,1,1,0,1,1,0
1.248620659,0,0,0,1,1,1,0,1,1,0
1.128354415,0,0,0,1,1,1,0,1,1,0
0.338809354,0,0,0,1,1,1,0,1,1,0
0.003583999,0,0,0,1,0,0,0,0,0,0
-0.045733541,0,0,0,1,0,0,0,0,0,0
-0.391029021,0,1,0,0,0,1,1,0,1,0
-0.671405507,0,1,0,0,0,1,1,0,1,0
-1.018486763,0,1,0,1,0,0,1,0,0,0
-1.058070451,0,1,0,1,0,0,1,0,0,0
0.315047328,1,0,1,0,1,1,0,1,1,0
-1.173928306,1,0,1,0,1,1,0,1,1,0
1.674861451,0,0,0,0,0,0,0,1,0,0
2.479254211,0,0,0,0,0,0,0,1,0,0
-0.933212368,1,1,0,0,0,1,1,0,0,0
-1.63351073,1,1,0,0,0,1,1,0,0,0
-0.967244809,1,1,0,0,0,1,1,0,0,0
-0.817205106,1,1,0,0,0,1,1,0,0,0
-1.112887397,1,1,0,0,0,1,1,0,0,0
-0.589407884,1,1,0,0,0,1,1,0,0,0
-1.954268274,1,1,0,0,0,1,1,0,0,0
-1.597158306,1,1,0,0,0,1,1,0,0,0
-2.817912709,1,1,0,0,0,0,1,0,0,1
-0.144854045,1,1,0,0,0,0,1,0,0,1
0.509101117,1,1,1,0,0,0,0,0,1,0
-0.130439276,1,1,1,0,0,0,0,0,1,0
3.017468903,1,1,0,0,0,1,1,0,0,0
0.552823801,1,1,0,0,0,1,1,0,0,0
-0.294986871,1,0,1,0,0,1,0,1,0,0
-1.170325417,1,0,1,0,0,1,0,1,0,0
-0.278308371,1,0,1,0,0,1,0,1,0,0
0.281956941,1,0,1,0,0,1,0,1,0,0
-0.802960605,1,0,1,0,0,1,0,1,0,0
-0.379558765,1,0,1,0,0,1,0,1,0,0
-1.730008628,1,0,1,0,0,1,0,1,0,0
-0.991981858,1,0,1,0,0,1,0,1,0,0
1.348287785,0,1,0,0,0,0,1,0,1,1
0.798119255,0,1,0,0,0,0,1,0,1,1
1.534114472,0,1,0,0,0,0,1,0,1,1
-0.070605122,0,1,0,0,0,0,1,0,1,1
-3.780718233,0,0,1,0,0,0,1,1,0,0
-4.348613128,0,0,1,0,0,0,1,1,0,0
1.141974047,0,0,1,0,0,0,1,1,0,0
0.289172959,0,0,1,0,0,0,1,1,0,0
-1.166795067,0,0,1,0,0,0,1,1,0,0
-0.316513463,0,0,1,0,0,0,1,1,0,0
2.317296922,0,0,1,0,0,0,1,1,0,0
0.866893026,0,0,1,0,0,0,1,1,0,0
0.38568233,0,0,0,1,1,1,0,1,1,0
2.612562673,0,0,0,1,1,1,0,1,1,0
1.102595309,0,0,0,1,1,1,0,1,1,0
0.312406542,0,0,0,1,1,1,0,1,1,0
1.160730158,0,0,0,1,1,1,0,1,1,0
1.248620659,0,0,0,1,1,1,0,1,1,0
1.128354415,0,0,0,1,1,1,0,1,1,0
0.338809354,0,0,0,1,1,1,0,1,1,0
1.882195894,0,0,0,0,0,1,1,1,0,0
0.032308916,0,0,0,0,0,1,1,1,0,0
0.660739987,0,1,1,0,0,0,1,1,0,0
0.168830507,0,1,1,0,0,0,1,1,0,0
-1.778532459,0,1,0,0,0,1,1,1,0,1
-0.389263945,0,1,0,0,0,1,1,1,0,1
1.514143708,1,0,1,0,0,1,0,0,0,0
-0.098812337,1,0,1,0,0,1,0,0,0,0
0.754562906,1,1,1,0,1,1,0,1,0,1
0.116870953,1,1,1,0,1,1,0,1,0,1
-0.933212368,1,1,0,0,0,1,1,0,0,0
